,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
28,31245,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1224ab_001Mar2015.jpg,Kris with Sheath,Kris with sheath,"Ivory, brass, silver",Krisses,Arms and Armor,"Indonesian, Sumbawa Island",,18th–19th century,1
29,31246,,Kris with Sheath,Kris with sheath,"Steel, wood, ivory, copper",Krisses,Arms and Armor,"Indonesian, Sumbawa",,18th–19th century,1
30,31270,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1250ab_001Jun2015.jpg,Kris with Sheath,Kris with sheath,"Steel, wood, ivory, silver, cane (rattan)",Krisses,Arms and Armor,"Philippine, Mindanao",,18th–19th century,1
31,31276,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1261ab_001Mar2015_2.jpg,Kris with Sheath,Kris with sheath,"Ivory, wood, silver",Krisses,Arms and Armor,probably Sumatran,,16th–19th century,1
32,31282,,Kris with Sheath,Kris with sheath,"Steel, gold, ivory, wood, possibly diamonds",Krisses,Arms and Armor,Bornean,,16th–19th century,1
33,31241,,Kris with Sheath for a Woman,Kris with sheath,"Steel, ivory, wood, tortoise shell, silver",Krisses,Arms and Armor,Javanese,,16th–19th century,1
34,31207,,Sword with Scabbard,Sword with scabbard,"Steel, wood, ivory",Swords,Arms and Armor,"Sumatran, Batak",,18th–19th century,1
35,31248,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.1227ab_001Mar2015.jpg,Kris with Sheath,Kris with sheath,"Ivory, kajoe pelet",Krisses,Arms and Armor,Javanese,,16th–19th century,1
36,31071,,Sword,Sword,"Steel, ivory, silver",Swords,Arms and Armor,Thai,,18th–19th century,1
37,33653,,Bracer (Archer's Arm Guard),Bracer (archer's arm guard),Ivory,Archery Equipment,Arms and Armor,Dutch,,17th century,1
38,33650,,Bracer (Archer's Arm Guard),Bracer (archer's arm guard),Ivory,Archery Equipment,Arms and Armor,French,,17th century,1
39,33652,,Bracer (Archer's Arm Guard),Bracer (archer's arm guard),Ivory,Archery Equipment,Arms and Armor,French,,17th century,1
40,33651,,Bracer (Archer's Arm Guard),Bracer (archer's arm guard),Ivory,Archery Equipment,Arms and Armor,Dutch,,17th century,1
41,25032,https://images.metmuseum.org/CRDImages/aa/web-large/DP158201.jpg,Dagger (Jambiya),Dagger (Jambiya),"Steel, ivory",Daggers,Arms and Armor,Iranian,,ca. 1825–50,1
42,25023,,Wheellock Gun,Wheellock gun,"Steel, wood (ebony), ivory, mother-of-pearl",Firearms-Guns-Wheellock,Arms and Armor,"German, Nuremberg",,ca. 1650,1
43,25631,,Powder Horn,Powder horn,Ivory,Firearms Accessories-Powder Horns,Arms and Armor,Chinese,,17th century,1
44,32498,,Short Sword with Scabbard,Short sword with scabbard,"Steel, wood, tortoiseshell, ivory",Swords,Arms and Armor,French,,1767,1
45,32529,,Presentation Sword,Presentation sword,"Steel, ivory, gold, textile",Swords,Arms and Armor,French,,1785,1
46,32433,,Model of a Wall Cannon,Model of a wall cannon,"Bronze, wood (pearwood, walnut), ivory",Firearms-Cannon,Arms and Armor,Austrian,,late 16th or early 17th century,1
47,32417,,Saber with scabbard,Saber with scabbard,"Steel, silver, ivory, gold, wood, leather, copper alloy",Swords,Arms and Armor,"German, Saxony (?)",,ca. 1750,1
48,32663,,Ballock Knife,Ballock knife,"Steel, ivory, brass",Daggers,Arms and Armor,possibly British,,1475–1500,1
49,32665,,Ballock Knife,Ballock knife,"Steel, wood, gold, ivory, brass",Daggers,Arms and Armor,British,,1590–1610,1
50,32692,,Eared Dagger,Eared dagger,"Steel, ivory, wood, gold",Daggers,Arms and Armor,Italian,,1500,1
51,32693,,Eared Dagger,Eared dagger,"Steel, ivory, gold, pigment",Daggers,Arms and Armor,Spanish,,possibly 1450–1500,1
52,32694,,Eared Dagger,Eared dagger,"Steel, gold, ivory",Daggers,Arms and Armor,Italian,,1530–60,1
53,32674,,Roundel Dagger,Roundel dagger,"Iron, ivory, bronze, steel",Daggers,Arms and Armor,French,,1475–1500,1
54,32696,,Cinquedea,Cinquedea,"Steel, ivory, brass, gold",Daggers,Arms and Armor,North Italian,,1525–50,1
55,32739,https://images.metmuseum.org/CRDImages/aa/web-large/DP160069.jpg,Saber with Scabbard,Saber with scabbard,"Steel, wood, leather, ivory, gold",Swords,Arms and Armor,Persian,,blade possibly dated to A.H. 1191/A.D. 1777–78,1
56,32740,https://images.metmuseum.org/CRDImages/aa/web-large/26.35.4ab_003june2014.jpg,Dagger (Yatagan) with Sheath,Dagger (Yatagan) with sheath,"Steel, ivory, silver, carnelian, ruby",Daggers,Arms and Armor,Balkan,,18th century,1
57,32743,https://images.metmuseum.org/CRDImages/aa/web-large/26.35.7ab_006june2014.jpg,Dagger (Piha Kaetta) with Sheath,Dagger (Piha kaetta) with sheath,"Steel, ivory, wood, silver, brass",Daggers,Arms and Armor,Sri Lankan,,18th century,1
58,32494,,Hunting Sword (Couteau de Chasse),Hunting sword (Couteau de Chasse),"Steel, ivory, gold, textile",Swords,Arms and Armor,"German, Saxony",,1700–1750,1
59,32805,,Dagger in 15th Century Burgundian Style,Dagger,"Steel, ivory, copper, bone",Daggers,Arms and Armor,European,,"blade, possibly 15th century; hilt, probably 19th century",1
60,32950,,Scimitar with Scabbard,Scimitar with scabbard,"Steel, ivory, gold, velvet",Swords,Arms and Armor,"Persian, Qajar",,18th century,1
61,32953,,Dagger (Jambiya) with Scabbard,Dagger (Jambiya) with scabbard,"Steel, ivory, wood, silver, gold, rubies, emeralds",Daggers,Arms and Armor,"hilt and scabbard, Arabian, Jedda; blade, Iranian or Turkish",,"hilt and scabbard, late 19th–early 20th century; blade, 18th–19th century",1
62,33028,,Hunting Sword,Hunting sword,"Steel, ivory, copper alloy, gold, leather",Swords-Hunting,Arms and Armor,"blade, German; hilt, Dutch",,"blade,1691; hilt, 18th century",1
63,33354,,Models of Two Percussion Pistols with Box,Models of two percussions pistols with box,"Ivory, gold, silver",Firearms-Pistols,Arms and Armor,French,,1860–80,1
64,33352,,Models of a Cased Pair of Percussion Pistols with Accessories,Models of a cased pair of percussion pistols with accessories,"Ivory, steel",Firearms-Pistols-Percussion,Arms and Armor,"French, Paris",,ca. 1860,1
65,33337,,Priming Horn,Priming horn,"Ivory, silver",Firearms Accessories-Flasks & Primers,Arms and Armor,German,,17th century,1
66,33342,,Priming Horn,Priming horn,Ivory,Firearms Accessories-Flasks & Primers,Arms and Armor,German,,late 19th century,1
67,28613,,Sword Guard (Tsuba),Sword guard (Tsuba),"Ivory, abalone shell",Sword Furniture-Tsuba,Arms and Armor,Japanese,,ca. 1615–1868,1
68,28993,,Flintlock Gun,Flintlock gun,"Wood, steel, ivory, silver, polychrome wax",Firearms-Guns-Flintlock,Arms and Armor,"North African, probably Moroccan",,19th century,1
69,29000,,Miquelet Gun of Ali Pasha,Miquelet gun,"Steel, wood, silver, horn, brass, bone, mother-of-pearl, paste ivory, coral",Firearms-Guns,Arms and Armor,Balkan,,late 18th–early 19th century,1
70,32123,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.73_001July2014.jpg,Helmet,Helmet,"Hide, cane, lacquer, ivory (boar)",Helmets,Arms and Armor,"Singpho, Burma",,19th century,1
71,31855,https://images.metmuseum.org/CRDImages/aa/web-large/36.25.685ab_002june2014.jpg,Knife (Yatagan) with Sheath,Knife (Yatagan) with sheath,"Steel, gold, ivory, silver, wood",Knives,Arms and Armor,Turkish,,18th century,1
72,34077,https://images.metmuseum.org/CRDImages/aa/web-large/29.158.658a_001feb2014.jpg,Hilt of a Dagger,Hilt of a dagger,Ivory,Daggers,Arms and Armor,"possibly Italian, Venice",,ca. 1300,1
73,34111,https://images.metmuseum.org/CRDImages/aa/web-large/LC-29.158.698-059.jpg,Dagger Pommel,Dagger pommel,Ivory,Daggers,Arms and Armor,probably Northern Europe,,possibly 9th–11th century,1
74,34156,https://images.metmuseum.org/CRDImages/aa/web-large/29.158.427_001nov2014.jpg,Plaque with Jousting Knights,Plaque,Ivory,Miscellaneous,Arms and Armor,French,,15th century,1
75,34157,,Dagger Grip,Dagger grip,"Ivory, silver",Daggers,Arms and Armor,Italian,,17th century,1
76,34232,,Bracer (Archer's Arm Guard),Bracer (archer's arm guard),Ivory,Archery Equipment,Arms and Armor,Dutch,,dated 1713,1
77,34233,,Bracer (Archer's Arm Guard),Bracer (archer's arm guard),Ivory,Archery Equipment,Arms and Armor,Dutch,,early 17th century,1
78,34816,,Five Knives from Hunting Trousses,Five knives from hunting trousses,"Steel, brass, ivory, bone, wood, copper, leather",Knives,Arms and Armor,German,,16th–17th century,1
79,26740,https://images.metmuseum.org/CRDImages/aa/web-large/DP119032.jpg,Sword with Scabbard,Sword with scabbard,"Steel, ivory (elephant's tooth), silver, pearl shell, wood",Swords,Arms and Armor,probably Chinese or Vietnamese,,18th–19th century,1
80,25066,,Axe,Axe,"Steel, wood (chestnut), ivory",Shafted Weapons,Arms and Armor,German,,ca. 1400,1
81,25129,,Dirk,Dirk,"Steel, ivory, gold",Daggers,Arms and Armor,French,,ca. 1575,1
82,25600,https://images.metmuseum.org/CRDImages/aa/web-large/DP293548.jpg,"Crossbow, Cranequin and Six Crossbow Bolts","Crossbow, cranequin and six crossbow bolts","Steel, wood (probably cherry, and possibly service tree), ivory (probably elephant), horn, mother-of-pearl, iron alloy, copper alloy, hemp",Archery Equipment-Crossbows,Arms and Armor,southern German or Tyrolese; cranequin probably German or Swiss,,crossbow ca. 1600–1650; cranequin dated 1556,1
83,29386,,Sword and Scabbard,Sword and scabbard,"Steel, silver, ivory, leather",Swords,Arms and Armor,American,,ca. 1770,1
84,35360,,Cinquedea,Cinquedea,"Steel, ivory, gold",Daggers,Arms and Armor,North Italian,,1500–1525,1
85,35361,,Eared Dagger,Eared Dagger,"Steel, ivory",Forgeries,Arms and Armor,Italian,,"early 16th century; engraved decoration, probably 18th–19th century",1
86,35171,https://images.metmuseum.org/CRDImages/aa/web-large/SF64_101_1594_img1.JPG,Knife,Knife,"Steel, ivory, brass",Knives,Arms and Armor,"blade, Italian; hilt, Dutch",,"blade, probably 18th century; hilt, 17th century",1
87,35170,https://images.metmuseum.org/CRDImages/aa/web-large/SF17_190_302a-c.JPG,Dagger with Sheath and Knife,Dagger with sheath and knife,"Steel, ivory, silver, gold",Knives,Arms and Armor,"French, Dieppe; blade, British",,"early 19th century; blade, 18th century",1
88,34881,,Presentation Sword Made for the Governor of the East Indies Company,Sword,"Steel, ivory, bronze, jewels, gold",Swords,Arms and Armor,"British, London",,1816–37,1
89,195117,https://images.metmuseum.org/CRDImages/es/web-large/56739.jpg,Crucifix,Crucifix,Ivory,Sculpture-Miniature,European Sculpture and Decorative Arts,,,late 17th century,1
90,195112,https://images.metmuseum.org/CRDImages/es/web-large/56751.jpg,Dancing Child with Tambourine,Statuette,Ivory,Sculpture-Miniature,European Sculpture and Decorative Arts,,,ca. 1770–80,1
91,195113,https://images.metmuseum.org/CRDImages/es/web-large/76740.jpg,Dancing Child with Castanets,Statuette,Ivory,Sculpture-Miniature,European Sculpture and Decorative Arts,,,ca. 1770–80,1
92,141694,,Necklace,Necklace,"glass, silver, turquoise, stone, coral, cobalt, amber, ivory, cotton",,Costume Institute,Tibet,,1875–1925,1
93,141733,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.292_F.jpg,Lei Niho Palaoa,Necklace,"hair, ivory, gold, fiber",,Costume Institute,Hawaiian,,mid-19th century,1
94,141468,,Necklace,Necklace,"ivory, cotton",,Costume Institute,Japanese,,late 20th century,1
95,141484,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.30a_F.jpg,Jewelry set,Jewelry Set,Ivory,,Costume Institute,Indian (Naga),,19th century,1
96,141485,,Necklace,Necklace,"Ivory, cotton",,Costume Institute,Fijian,,19th Century,1
97,141475,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.20_F.jpg,Necklace,Necklace,"ivory, stone, cotton",,Costume Institute,Indigenous American (Olmec peoples),,2300 B.C.–A.D. 1492,1
98,141464,,Ring,Ring,"ivory, gold",,Costume Institute,Japanese,,late 20th century,1
99,141547,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.94a–e_F.jpg,Jewelry set,Jewelry Set,ivory,,Costume Institute,African,,probably 19th century,1
100,141555,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.102_F.jpg,Necklace,Necklace,ivory,,Costume Institute,African,,probably 19th century,1
101,141550,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.97_F.jpg,Bracelet,Bracelet,Ivory,,Costume Institute,African,,probably 19th century,1
102,141554,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.101ab_F.jpg,Necklace,Necklace,"ivory, cotton",,Costume Institute,African,,probably 19th century,1
103,141552,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.99_S.jpg,Bracelet,Bracelet,ivory,,Costume Institute,African,,probably 19th century,1
104,141604,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.157_F.jpg,Ring,Ring,ivory,,Costume Institute,Chinese,,probably 19th century,1
105,141603,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.156_F.jpg,Ring,Ring,"ivory, metal",,Costume Institute,Chinese,,probably 19th century,1
106,141631,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.184_F.jpg,Ring,Ring,"ivory, stone",,Costume Institute,Chinese,,probably 19th century,1
107,141483,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.29ab_F.jpg,Jewelry set,Jewelry Set,ivory,,Costume Institute,Indian (Naga),,19th century,1
108,141549,https://images.metmuseum.org/CRDImages/ci/web-large/2008.190.96ab_F.jpg,Jewelry set,Jewelry Set,ivory,,Costume Institute,African,,probably 19th century,1
109,127652,https://images.metmuseum.org/CRDImages/ci/web-large/51.47.8.jpg,Button,Button,"metal, ivory",,Costume Institute,Italian,,ca. 1780,1
110,127653,https://images.metmuseum.org/CRDImages/ci/web-large/51.47.11.jpg,Button,Button,"ivory, glass",,Costume Institute,French,,ca. 1775,1
111,173736,https://images.metmuseum.org/CRDImages/ci/web-large/52.166.49_CP2.jpg,Fan,Fan,"Ivory, paper, glass",,Costume Institute,French,,fourth quarter 18th century,1
112,169932,,Fan,Fan,"Ivory, silk, metal",,Costume Institute,Japanese,,fourth quarter 19th century,1
113,170565,https://images.metmuseum.org/CRDImages/ci/web-large/CP794_front_CP2.jpg,Brisé fan,Brisé fan,"Ivory, paper, metal",,Costume Institute,European,,first quarter 19th century,1
114,170560,,Fan,Fan,"Amber, ivory, silk, linen, metal",,Costume Institute,Belgian,,fourth quarter 19th century,1
115,170558,,Fan,Fan,"Ivory, silk, sequins, paper",,Costume Institute,American,,first quarter 20th century,1
116,188859,https://images.metmuseum.org/CRDImages/es/web-large/33340.jpg,Portable diptych sundial,Portable diptych sundial,"Ivory, pewter, brass, paper",Horology,European Sculpture and Decorative Arts,,,ca. 1666–80,1
117,188864,https://images.metmuseum.org/CRDImages/es/web-large/33449.jpg,Portable diptych sundial,Portable diptych sundial,"Ivory, pewter, brass",Horology,European Sculpture and Decorative Arts,,,second half 17th century,1
118,168290,https://images.metmuseum.org/CRDImages/ci/web-large/21.10_front_CP2.jpg,Brisé fan,Brisé fan,"Ivory, tortoiseshell, metal",,Costume Institute,Italian,,first quarter 18th century,1
119,146075,,Minaudière,Minaudière,"metal, ivory (probably)",,Costume Institute,Asian,,20th century,1
120,168776,https://images.metmuseum.org/CRDImages/ci/web-large/49.22.73_front_CP2.jpg,Fan,Fan,"Ivory, paper, mother-of-pearl, metal, metallic",,Costume Institute,European,,1840–59,1
121,168781,https://images.metmuseum.org/CRDImages/ci/web-large/49.22.118_front_CP2.jpg,Fan,Fan,"Ivory, paper",,Costume Institute,European,,fourth quarter 18th century,1
122,168779,https://images.metmuseum.org/CRDImages/ci/web-large/49.22.107_CP2.jpg,Fan,Fan,"Ivory, silk, mother-of-pearl, metal",,Costume Institute,probably French,,1885–95,1
123,168780,https://images.metmuseum.org/CRDImages/ci/web-large/49.22.111_front_CP2.jpg,Fan,Fan,"Ivory, metallic, paper, parchment, mother-of-pearl",,Costume Institute,European,,1855–65,1
124,168785,https://images.metmuseum.org/CRDImages/ci/web-large/49.22.144_front_CP2.jpg,Fan,Fan,"Ivory, parchment",,Costume Institute,European,,second quarter 19th century,1
125,168596,https://images.metmuseum.org/CRDImages/ci/web-large/42.284_front_CP2.jpg,Fan,Fan,"Ivory, paper",,Costume Institute,European,,fourth quarter 18th century,1
126,168518,https://images.metmuseum.org/CRDImages/ci/web-large/40.474_front_CP2.jpg,Fan,Fan,"Ivory, paper, silk, mother-of-pearl, metal, metallic",,Costume Institute,possibly French,,1860–69,1
127,168449,https://images.metmuseum.org/CRDImages/ci/web-large/31.852_front_CP2.jpg,Fan,Fan,"Ivory, paper",,Costume Institute,British,,1780–99,1
128,188214,https://images.metmuseum.org/CRDImages/es/web-large/17995.jpg,Caddy spoon,Caddy spoon,"Silver, ivory",Metalwork-Silver,European Sculpture and Decorative Arts,,,1811–12,1
129,188207,https://images.metmuseum.org/CRDImages/es/web-large/17997.jpg,Caddy spoon,Caddy spoon,"Silver, ivory",Metalwork-Silver,European Sculpture and Decorative Arts,,,1850–51,1
130,188208,https://images.metmuseum.org/CRDImages/es/web-large/17992.jpg,Caddy spoon,Caddy spoon,"Silver, ivory",Metalwork-Silver,European Sculpture and Decorative Arts,,,1805–6,1
131,196346,https://images.metmuseum.org/CRDImages/es/web-large/69851.jpg,Folding chair,Folding chair,"Walnut inlaid with ivory, steel, bone and various woods; modern leather upholstery",Woodwork-Furniture,European Sculpture and Decorative Arts,,,late 15th century,1
132,196358,https://images.metmuseum.org/CRDImages/es/web-large/71094.jpg,Crucifix,Crucifix,Ivory,Sculpture-Miniature,European Sculpture and Decorative Arts,,,late 16th–early 17th century,1
133,188000,https://images.metmuseum.org/CRDImages/es/web-large/DT200581.jpg,Box with portrait of a woman said to be Mrs. Bates (1755–1811) as Flora,"Box, painting","Gold, enamel, diamonds; ivory",Metalwork-Gold and Platinum,European Sculpture and Decorative Arts,,,1811–12,1
134,187999,https://images.metmuseum.org/CRDImages/es/web-large/43167.jpg,Box with portrait of a lady,"Box, painting","Wood, tortoiseshell, gold, ivory, glass",Metalwork-Gold and Platinum,European Sculpture and Decorative Arts,,,1817,1
135,187997,https://images.metmuseum.org/CRDImages/es/web-large/DP-16097-001.jpg,Box with portrait of a woman,"Box, painting","Tortoiseshell, gold; ivory, glass",Metalwork-Gold and Platinum,European Sculpture and Decorative Arts,,,ca. 1780,1
136,188017,https://images.metmuseum.org/CRDImages/es/web-large/DP-16097-117.jpg,"Marie-Joseph Paul Yves Roch Gilbert du Motier, Marquis de Lafayette (1757–1834)",Relief,Bust: ivory; background: white moiré silk; frame: silver with 90 brilliants,Sculpture-Miniature,European Sculpture and Decorative Arts,,,18th century,1
137,193167,https://images.metmuseum.org/CRDImages/es/web-large/29539.jpg,Bailiff's mace,Bailiff's mace,"Silver, ivory",Metalwork-Silver In Combination,European Sculpture and Decorative Arts,,,18th century,1
138,193166,https://images.metmuseum.org/CRDImages/es/web-large/29534.jpg,Jester's bauble,Jester's bauble,"Walnut, ivory, ribbon",Costume Accessories,European Sculpture and Decorative Arts,,,17th century,1
139,196848,https://images.metmuseum.org/CRDImages/es/web-large/DP-14061-114.jpg,Armchair,Armchair,"Bamboo, rattan, ivory",Woodwork-Furniture,European Sculpture and Decorative Arts,,,late 18th century,1
140,196701,https://images.metmuseum.org/CRDImages/es/web-large/81997.jpg,Counter,Counter,Ivory,Sculpture-Miniature,European Sculpture and Decorative Arts,,,16th century,1
141,196982,https://images.metmuseum.org/CRDImages/es/web-large/DP-16097-063.jpg,Box with portraits of two sisters,Box,"Tortoiseshell, gold, ivory",Metalwork-Gold and Platinum,European Sculpture and Decorative Arts,,,ca. 1800,1
142,209495,https://images.metmuseum.org/CRDImages/es/web-large/SF24_80_10_img1.jpg,Fan,Fan,Skin and ivory,Fans,European Sculpture and Decorative Arts,,,1791,1
143,209491,https://images.metmuseum.org/CRDImages/es/web-large/50661.jpg,Fan,Fan,"Ivory, mother-of-pearl",Fans,European Sculpture and Decorative Arts,,,1700–1723,1
144,209506,https://images.metmuseum.org/CRDImages/es/web-large/SF24_80_21_img2.jpg,Fan,Fan,"Skin, ivory",Fans,European Sculpture and Decorative Arts,,,ca. 1750,1
145,209631,,Fan,Fan,Ivory,Fans,European Sculpture and Decorative Arts,,,first half 18th century,1
146,209626,,Fan,Fan,"Ivory, silk, mother-of-pearl",Fans,European Sculpture and Decorative Arts,,,last quarter 18th century,1
147,209630,,Fan,Fan,"Ivory, paper",Fans,European Sculpture and Decorative Arts,,,third quarter 18th century,1
148,209627,,Fan,Fan,"Ivory, silk, mother-of-pearl",Fans,European Sculpture and Decorative Arts,,,last quarter 18th century,1
149,209721,https://images.metmuseum.org/CRDImages/es/web-large/141167.jpg,Fan,Fan,"Parchment, glass, and ivory",Fans,European Sculpture and Decorative Arts,,,third quarter 18th century,1
150,209559,https://images.metmuseum.org/CRDImages/es/web-large/98579.jpg,Fan,Fan,"Ivory, paper",Fans,European Sculpture and Decorative Arts,,,ca. 1830–40,1
151,209571,https://images.metmuseum.org/CRDImages/es/web-large/98569.jpg,Fan,Fan,"Ivory, paper",Fans,European Sculpture and Decorative Arts,,,third quarter 18th century,1
152,209625,,Fan,Fan,"Ivory, paper",Fans,European Sculpture and Decorative Arts,,,last quarter 18th century,1
153,209966,https://images.metmuseum.org/CRDImages/es/web-large/12198.jpg,Fan,Fan,"Kid, paint, ivory, gilt, lacquer",Fans,European Sculpture and Decorative Arts,,,ca. 1700–1735,1
154,209878,https://images.metmuseum.org/CRDImages/es/web-large/179132.jpg,Fan,Fan,"Paper, ivory, glass",Fans,European Sculpture and Decorative Arts,,,18th century,1
155,209955,https://images.metmuseum.org/CRDImages/es/web-large/12190.jpg,Fan,Fan,"Silk, paint, ivory, gilt",Fans,European Sculpture and Decorative Arts,,,late 18th century,1
156,209960,https://images.metmuseum.org/CRDImages/es/web-large/12175.jpg,Fan,Fan,"Silk, ivory",Fans,European Sculpture and Decorative Arts,,,ca. 1775–77,1
157,209929,https://images.metmuseum.org/CRDImages/es/web-large/183290.jpg,Fan,Fan,"Paper, ivory, and mother-of-pearl",Fans,European Sculpture and Decorative Arts,,,18th century,1
158,209730,https://images.metmuseum.org/CRDImages/es/web-large/141152.jpg,Fan,Fan,"Ivory, parchment, glass",Fans,European Sculpture and Decorative Arts,,,early 19th century,1
159,209794,https://images.metmuseum.org/CRDImages/es/web-large/178865.jpg,Fan,Fan,"Parchment, paper, ivory",Fans,European Sculpture and Decorative Arts,,,18th century,1
160,209847,https://images.metmuseum.org/CRDImages/es/web-large/178998.jpg,Fan,Fan,Ivory,Fans,European Sculpture and Decorative Arts,,,18th century,1
